2638	133	-1280	-1024	0.666	0.568	-1.000	-1.000	4	-1280	-1024	0.432	0.576	-1.000	-1.000	4
2658	134	625	536	0.666	0.568	934.428	3.656	0	585	589	0.432	0.576	921.679	3.555	0
2678	135	665	553	0.664	0.568	934.320	3.608	0	-1280	-1024	0.664	0.568	-1.000	-1.000	4
2697	136	950	549	0.662	0.569	934.224	3.551	0	900	558	0.428	0.576	921.721	3.345	0
2717	137	1053	601	0.662	0.569	934.139	3.566	0	1082	572	0.428	0.576	921.739	3.333	0
2737	138	-1280	-1024	0.663	0.569	-1.000	-1.000	4	-1280	-1024	0.429	0.577	-1.000	-1.000	4
2757	139	1004	658	0.663	0.569	928.452	3.624	0	936	638	0.429	0.577	916.389	3.530	0
2777	140	1001	665	0.664	0.569	928.589	3.710	0	905	659	0.430	0.577	916.492	3.385	0
2797	141	1020	660	0.664	0.569	928.711	3.687	0	937	657	0.429	0.577	916.584	3.383	0
2817	142	1013	654	0.664	0.569	928.811	3.532	0	963	623	0.429	0.577	916.665	3.326	0
2837	143	1008	657	0.662	0.569	928.909	3.561	0	990	632	0.428	0.577	916.740	3.306	0
2857	144	999	665	0.663	0.569	921.640	3.605	0	923	669	0.429	0.577	915.106	3.505	0
2877	145	981	678	0.663	0.569	921.771	3.600	0	922	656	0.429	0.577	915.108	3.452	0
2897	146	1011	677	0.662	0.569	921.888	3.592	0	1004	642	0.428	0.577	915.110	3.369	0
2917	147	1053	643	0.662	0.569	921.993	3.581	0	1090	625	0.428	0.577	915.111	3.455	0
2937	148	-1280	-1024	0.661	0.569	-1.000	-1.000	4	-1280	-1024	0.426	0.577	-1.000	-1.000	4
2957	149	1066	675	0.661	0.569	916.913	3.556	0	1053	678	0.426	0.577	904.950	3.371	0
2977	150	1076	670	0.662	0.569	916.903	3.602	0	1072	607	0.427	0.577	905.055	3.503	0
2997	151	1036	656	0.661	0.569	916.894	3.577	0	1016	635	0.427	0.577	905.148	3.527	0
3016	152	1059	643	0.661	0.570	916.886	3.575	0	1053	636	0.427	0.577	905.220	3.378	0
3036	153	-1280	-1024	0.660	0.570	-1.000	-1.000	4	-1280	-1024	0.426	0.577	-1.000	-1.000	4
3056	154	1100	639	0.660	0.570	922.778	3.569	0	1049	621	0.426	0.577	902.509	3.443	0
3076	155	1058	599	0.661	0.570	922.700	3.555	0	-1280	-1024	0.661	0.570	-1.000	-1.000	4
3096	156	1054	616	0.661	0.569	922.631	3.504	0	1067	577	0.427	0.577	902.690	3.328	0
3116	157	1051	664	0.661	0.569	922.570	3.552	0	1083	581	0.427	0.577	902.766	3.372	0
3136	158	-1280	-1024	0.660	0.569	-1.000	-1.000	4	-1280	-1024	0.426	0.577	-1.000	-1.000	4
3156	159	968	635	0.661	0.569	922.985	3.617	0	874	646	0.427	0.577	900.503	3.497	0
3176	160	955	671	0.662	0.569	922.963	3.570	0	887	654	0.427	0.577	900.438	3.439	0
3196	161	954	631	0.662	0.569	922.945	3.701	0	879	667	0.427	0.577	900.379	3.509	0
3216	162	950	629	0.662	0.569	922.922	3.576	0	876	646	0.427	0.577	900.325	3.407	0
3236	163	-1280	-1024	0.661	0.569	-1.000	-1.000	4	-1280	-1024	0.426	0.577	-1.000	-1.000	4
3256	164	970	639	0.661	0.569	928.564	3.583	0	893	663	0.426	0.577	902.749	3.473	0
3276	165	953	617	0.662	0.569	928.539	3.549	0	891	661	0.427	0.577	902.746	3.574	0
3296	166	954	644	0.662	0.569	928.517	3.661	0	885	709	0.427	0.577	902.742	3.684	0
3316	167	937	622	0.662	0.569	928.497	3.659	0	908	645	0.427	0.577	902.740	3.711	0
3335	168	-1280	-1024	0.661	0.569	-1.000	-1.000	4	-1280	-1024	0.426	0.577	-1.000	-1.000	4
3355	169	964	636	0.661	0.569	926.269	3.674	0	865	685	0.426	0.577	912.096	3.669	0
3375	170	862	599	0.662	0.568	926.245	3.757	0	892	646	0.428	0.576	911.980	3.519	0
3395	171	620	373	0.664	0.566	926.231	3.733	0	630	444	0.430	0.575	911.868	3.444	0
3415	172	368	182	0.666	0.564	926.218	3.553	0	348	194	0.432	0.573	911.767	3.480	0
3435	173	-1280	-1024	0.665	0.564	-1.000	-1.000	4	-1280	-1024	0.432	0.572	-1.000	-1.000	4
3455	174	252	57	0.665	0.564	925.703	3.463	0	300	54	0.432	0.572	921.293	3.518	0
3475	175	305	51	0.667	0.564	925.768	3.407	0	323	101	0.433	0.572	921.130	3.564	0
3495	176	280	83	0.667	0.564	925.826	3.454	0	312	99	0.433	0.572	920.985	3.581	0
3515	177	357	126	0.664	0.564	925.879	3.697	0	329	74	0.430	0.572	920.856	3.561	0
3535	178	-1280	-1024	0.666	0.564	-1.000	-1.000	4	-1280	-1024	0.431	0.572	-1.000	-1.000	4
3555	179	372	186	0.665	0.564	915.555	3.641	0	-1280	-1024	0.665	0.564	-1.000	-1.000	4
3575	180	309	102	0.665	0.563	915.664	3.620	0	329	67	0.430	0.571	919.336	3.709	0
3595	181	206	60	0.665	0.563	915.762	3.559	0	-1280	-1024	0.665	0.563	-1.000	-1.000	4
3615	182	134	-5	0.665	0.563	915.849	3.497	0	190	38	0.431	0.571	919.487	3.513	0
3634	183	-1280	-1024	0.666	0.563	-1.000	-1.000	4	-1280	-1024	0.431	0.571	-1.000	-1.000	4
3654	184	224	72	0.665	0.562	909.493	3.560	0	203	37	0.431	0.571	916.931	3.600	0
3674	185	203	106	0.664	0.562	909.604	3.559	0	189	63	0.430	0.570	917.009	3.582	0
3694	186	195	78	0.664	0.562	909.702	3.492	0	201	40	0.430	0.570	917.079	3.512	0
3714	187	182	61	0.664	0.562	909.789	3.555	0	159	33	0.430	0.570	917.141	3.585	0
3734	188	-1280	-1024	0.665	0.562	-1.000	-1.000	4	-1280	-1024	0.431	0.570	-1.000	-1.000	4
3754	189	198	65	0.665	0.562	906.951	3.568	0	182	5	0.431	0.570	914.579	3.553	0
3774	190	174	46	0.664	0.562	906.931	3.518	0	206	4	0.430	0.570	914.538	3.407	0
3794	191	99	62	0.665	0.562	906.912	3.677	0	134	49	0.431	0.570	914.501	3.527	0
3814	192	36	97	0.665	0.562	906.896	3.614	0	4	-18	0.431	0.570	914.469	3.477	0
3834	193	-1280	-1024	0.666	0.562	-1.000	-1.000	4	-1280	-1024	0.432	0.570	-1.000	-1.000	4
3854	194	86	100	0.666	0.562	912.196	3.557	0	2	66	0.432	0.570	910.327	3.497	0
3874	195	8	67	0.665	0.561	912.116	3.510	0	39	60	0.431	0.570	910.410	3.408	0
3894	196	-5	48	0.665	0.561	912.044	3.581	0	23	8	0.431	0.570	910.484	3.443	0
3914	197	57	73	0.665	0.561	911.983	3.540	0	35	2	0.431	0.569	910.545	3.414	0
3934	198	-1280	-1024	0.666	0.561	-1.000	-1.000	4	-1280	-1024	0.432	0.569	-1.000	-1.000	4
3953	199	7	7	0.666	0.561	918.482	3.461	0	38	22	0.431	0.569	914.909	3.327	0
3973	200	47	20	0.664	0.561	918.391	3.573	0	55	15	0.430	0.569	914.862	3.456	0
3993	201	58	97	0.664	0.560	918.311	3.416	0	46	-4	0.430	0.569	914.821	3.481	0
4013	202	34	47	0.664	0.560	918.239	3.515	0	25	20	0.430	0.569	914.784	3.458	0
4033	203	-1280	-1024	0.665	0.560	-1.000	-1.000	4	-1280	-1024	0.431	0.569	-1.000	-1.000	4
4053	204	34	-18	0.665	0.560	922.265	3.698	0	60	28	0.431	0.569	913.333	3.428	0
4073	205	32	37	0.664	0.560	922.234	3.595	0	43	24	0.430	0.568	913.282	3.499	0
4093	206	24	58	0.664	0.559	922.207	3.640	0	30	50	0.430	0.568	913.237	3.406	0
4113	207	3	0	0.663	0.559	922.181	3.583	0	17	73	0.429	0.568	913.188	3.498	0
4133	208	-1280	-1024	0.664	0.558	-1.000	-1.000	4	-1280	-1024	0.430	0.568	-1.000	-1.000	4
4153	209	12	59	0.664	0.558	925.437	3.558	0	34	78	0.430	0.567	915.348	3.481	0
4173	210	13	11	0.663	0.557	925.409	3.583	0	21	-5	0.429	0.567	915.404	3.447	0
4193	211	33	57	0.663	0.557	925.385	3.571	0	22	68	0.429	0.566	915.454	3.538	0
4213	212	40	26	0.663	0.557	925.363	3.671	0	4	-30	0.429	0.566	915.499	3.446	0
4233	213	-1280	-1024	0.664	0.556	-1.000	-1.000	4	-1280	-1024	0.430	0.565	-1.000	-1.000	4
4253	214	11	15	0.664	0.555	921.592	3.653	0	72	23	0.430	0.564	913.150	3.526	0
4272	215	92	48	0.663	0.554	921.638	3.622	0	99	40	0.429	0.563	913.136	3.476	0
4292	216	45	-19	0.663	0.553	921.679	3.638	0	92	43	0.429	0.562	913.123	3.467	0
4312	217	123	75	0.664	0.551	921.710	3.613	0	90	31	0.430	0.561	913.111	3.506	0
4332	218	-1280	-1024	0.665	0.549	-1.000	-1.000	4	-1280	-1024	0.431	0.559	-1.000	-1.000	4
4352	219	85	63	0.666	0.547	917.574	3.576	0	87	8	0.432	0.557	909.635	3.549	0
4372	220	98	86	0.666	0.545	917.664	3.504	0	95	-31	0.432	0.555	909.697	3.556	0
4392	221	63	40	0.667	0.542	917.743	3.585	0	63	-45	0.433	0.553	909.751	3.565	0
4412	222	81	86	0.668	0.540	917.815	3.495	0	87	60	0.434	0.551	909.800	3.654	0
4432	223	-1280	-1024	0.670	0.538	-1.000	-1.000	4	-1280	-1024	0.437	0.549	-1.000	-1.000	4
4452	224	101	77	0.671	0.536	918.870	3.550	0	95	47	0.438	0.547	909.515	3.589	0
4472	225	154	78	0.670	0.535	918.816	3.576	0	178	-71	0.437	0.546	909.527	3.645	0
4492	226	174	51	0.671	0.533	918.768	3.613	0	167	4	0.438	0.544	909.537	3.613	0
4512	227	172	67	0.672	0.532	918.730	3.619	0	-1280	-1024	0.672	0.532	-1.000	-1.000	4
4532	228	169	58	0.673	0.531	918.691	3.624	0	-1280	-1024	0.673	0.531	-1.000	-1.000	4
4552	229	183	71	0.672	0.531	924.935	3.777	0	-1280	-1024	0.441	0.562	-1.000	-1.000	0
4572	230	165	59	0.672	0.530	924.826	3.718	0	176	-87	0.439	0.541	908.510	3.747	0
4591	231	174	78	0.673	0.530	924.729	3.595	0	-1280	-1024	0.673	0.530	-1.000	-1.000	4
4611	232	176	75	0.672	0.531	924.642	3.781	0	-1280	-1024	0.672	0.531	-1.000	-1.000	4
4631	233	169	74	0.673	0.531	924.564	3.722	0	-1280	-1024	0.673	0.531	-1.000	-1.000	4
4651	234	140	74	0.672	0.531	925.292	3.759	0	-1280	-1024	0.672	0.531	-1.000	-1.000	4
4671	235	154	26	0.672	0.531	925.307	3.663	0	-1280	-1024	0.439	0.561	-1.000	-1.000	0
4691	236	94	68	0.671	0.531	925.326	3.676	0	106	1	0.438	0.540	925.326	3.592	0
4711	237	133	74	0.671	0.531	925.343	3.787	0	-1280	-1024	0.671	0.531	-1.000	-1.000	4
4731	238	123	60	0.672	0.531	925.359	3.744	0	-1280	-1024	0.672	0.531	-1.000	-1.000	4
4751	239	134	26	0.671	0.531	916.770	3.714	0	105	42	0.438	0.541	916.770	3.642	0
4771	240	143	109	0.670	0.531	916.926	3.544	0	135	-15	0.437	0.541	916.926	3.668	0
4791	241	137	60	0.670	0.531	917.064	3.574	0	114	30	0.437	0.541	917.064	3.622	0
4811	242	89	74	0.670	0.531	917.188	3.645	0	98	23	0.436	0.541	917.188	3.636	0
4831	243	-1280	-1024	0.671	0.531	-1.000	-1.000	4	-1280	-1024	0.437	0.541	-1.000	-1.000	4
4851	244	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
4871	245	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
4891	246	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4
4910	247	165	150	0.668	0.532	919.776	3.633	0	151	-34	0.435	0.542	919.776	3.666	0
4930	248	-1280	-1024	0.669	0.532	-1.000	-1.000	4	-1280	-1024	0.436	0.542	-1.000	-1.000	4
4950	249	167	49	0.669	0.532	912.809	3.595	0	147	8	0.435	0.542	909.326	3.524	0
4970	250	125	19	0.668	0.531	912.824	3.603	0	161	-40	0.434	0.542	909.194	3.537	0
4990	251	166	62	0.668	0.531	912.839	3.631	0	163	26	0.434	0.541	909.087	3.496	0
5010	252	166	71	0.667	0.531	912.851	3.645	0	108	0	0.434	0.541	908.999	3.498	0
5030	253	-1280	-1024	0.668	0.531	-1.000	-1.000	4	-1280	-1024	0.435	0.541	-1.000	-1.000	4
5050	254	155	54	0.668	0.531	915.068	3.662	0	153	-21	0.435	0.541	914.995	3.623	0
5070	255	145	52	0.667	0.531	915.153	3.636	0	121	-2	0.433	0.541	914.878	3.572	0
5090	256	201	25	0.666	0.531	915.240	3.776	0	195	6	0.433	0.541	914.777	3.657	0
5110	257	192	22	0.666	0.531	915.307	3.621	0	199	106	0.433	0.541	914.684	3.678	0
5130	258	-1280	-1024	0.667	0.531	-1.000	-1.000	4	-1280	-1024	0.434	0.541	-1.000	-1.000	4
5150	259	215	14	0.667	0.531	921.436	3.792	0	212	26	0.434	0.541	918.589	3.695	0
5170	260	193	77	0.666	0.531	921.242	3.602	0	174	-7	0.433	0.541	918.551	3.674	0
5190	261	206	77	0.666	0.531	921.069	3.604	0	165	-74	0.433	0.541	918.516	3.717	0
5210	262	176	54	0.666	0.531	920.915	3.694	0	162	-57	0.433	0.541	918.485	3.719	0
5229	263	-1280	-1024	0.667	0.532	-1.000	-1.000	4	-1280	-1024	0.434	0.541	-1.000	-1.000	4
5249	264	205	49	0.667	0.532	920.194	3.786	0	220	31	0.433	0.542	916.291	3.584	0
5269	265	193	-6	0.666	0.532	920.226	3.785	0	205	-28	0.432	0.542	916.363	3.702	0
