115	74519	140	104	567
116	75217	100	121	539
117	75516	100	98	554
118	76134	100	120	577
119	76294	140	112	588
120	77091	179	758	622
121	77988	120	780	653
122	78327	359	830	689
123	78886	179	455	198
124	79185	100	460	178
125	79304	100	448	193
126	80002	160	482	155
127	80501	120	425	182
128	81398	100	585	195
129	82135	239	607	201
130	82395	160	612	179
131	82574	120	606	202
132	83172	120	513	195
133	83372	179	502	214
134	83591	120	505	211
135	83930	120	506	202
136	84408	100	246	186
137	84588	100	506	240
138	85445	100	506	189
139	85744	100	496	193
140	86322	120	972	956
141	88675	180	782	644
142	92403	199	43	205
143	92662	120	62	216
144	92862	120	71	224
145	93001	140	57	205
146	93978	100	88	537
147	94098	140	43	525
148	94477	120	83	642
149	94696	140	98	649
150	95254	160	81	598
151	95673	160	79	596
152	98006	179	728	600
153	98245	100	752	608
154	99142	120	1164	848
155	99341	179	719	619
156	99780	100	711	618
157	100458	100	77	639
158	100578	199	44	614
159	101056	120	41	594
160	102133	120	775	652
161	102432	100	818	629
162	102591	159	724	639
163	102791	120	763	680
164	104565	120	618	210
165	104904	120	628	215
166	106798	239	594	213
167	107277	100	436	199
168	107735	179	597	207
169	108692	120	444	206
170	109789	120	586	215
171	110088	140	628	202
172	110247	180	636	205
173	110666	100	717	208
174	111683	140	585	212
175	112660	100	587	215
176	112919	120	615	204
177	113477	120	705	198
178	113657	160	697	208
179	114633	399	625	240
180	115072	120	631	248
181	115650	279	508	216
182	116468	120	594	241
183	116827	120	605	210
184	117006	199	595	222
185	117465	219	620	240
186	117764	160	595	242
187	118442	100	624	886
188	118621	120	667	962
189	118880	100	89	115
190	119060	120	83	28
191	119618	100	614	775
192	119957	140	876	1008
193	120296	120	882	988
194	120974	100	275	216
195	121093	100	288	226
196	122050	219	52	251
197	125659	100	68	610
198	125878	100	117	617
199	126795	100	89	556
200	127453	179	85	591
201	127673	180	96	680
202	127992	140	103	749
203	128171	100	79	573
204	128291	100	71	563
205	128490	140	82	556
206	128949	100	113	577
207	130185	120	86	549
208	130723	139	122	598
209	130922	100	86	570
210	131122	100	89	587
211	131481	100	85	580
212	131840	259	105	618
213	132159	160	62	601
214	132637	120	117	608
215	132777	120	119	621
216	133076	139	122	624
217	133275	160	89	633
218	133674	399	107	617
219	134132	100	776	609
220	134312	219	751	649
221	135209	180	731	578
222	136465	119	707	521
223	136625	179	693	540
224	137821	219	765	619
225	138858	160	750	591
226	139615	159	795	585
227	140991	140	724	712
228	144779	100	793	785
229	145377	100	792	821
230	145497	160	788	798
231	146354	100	828	800
232	146553	180	826	795
233	147470	100	96	609
234	147829	100	86	586
235	147949	100	47	594
236	149325	179	147	615
237	149644	299	124	620
238	150262	179	129	656
239	150641	100	98	608
240	150760	140	126	620
241	151139	259	131	628
242	151538	219	133	649
243	151837	120	119	639
244	152475	120	132	639
245	152913	299	101	603
246	153372	120	110	591
247	153731	259	123	643
248	154768	159	217	624
249	154947	140	128	585
250	155107	120	115	592
251	155326	100	123	601
252	155864	120	127	608
253	156103	179	119	640
254	156402	140	115	642
255	156702	160	118	627
256	157539	160	115	628
257	158576	219	751	795
258	159971	120	748	777
259	163161	379	818	785
260	164158	140	55	267
261	165135	100	585	212
262	165454	120	599	243
263	165693	120	613	227
264	166112	160	609	220
265	168544	179	268	234
266	168903	120	71	233
267	169541	100	239	250
268	169741	120	251	213
269	170757	159	626	230
270	173987	120	119	619
271	174506	100	144	622
272	174845	140	122	654
273	175742	100	108	597
274	176480	379	740	876
275	176978	140	739	770
276	177157	120	724	789
277	177756	319	792	803
278	179470	100	124	629
279	180128	179	794	801
280	180327	100	791	799
281	180447	179	794	809
282	180826	379	789	824
283	181324	100	157	644
284	182321	100	817	772
285	182640	100	168	673
286	182959	100	163	660
287	183358	159	787	792
288	183777	180	125	683
289	184315	339	787	803
290	184773	199	788	829
291	185092	100	796	826
292	185950	139	160	677
293	186249	100	154	666
294	186448	100	146	683
295	186608	319	159	679
296	187226	279	791	832
297	187525	199	790	830
298	187744	120	791	833
299	188123	179	798	832
300	188322	179	789	800
301	188522	199	746	767
302	188741	100	786	776
303	188940	140	837	776
304	189419	179	161	637
305	191333	100	128	637
306	192210	179	735	769
307	192788	160	781	792
308	192968	139	732	787
309	193327	179	756	787
310	193526	179	807	786
311	193865	100	793	788
312	193985	479	796	810
313	194523	239	793	806
314	196218	100	281	192
315	198211	120	522	244
316	199388	119	512	249
317	200385	259	907	982
318	200763	120	820	833
319	200963	100	821	804
320	202059	179	412	739
321	202657	179	752	744
322	203515	179	762	778
323	203774	159	788	785
324	203953	180	798	810
325	204950	219	807	822
326	205608	140	151	657
327	205808	279	166	660
328	206107	140	176	673
329	206725	100	162	678
330	206904	160	166	663
331	207562	160	799	788
332	207741	100	807	805
333	208160	179	801	834
334	208379	140	808	844
335	208639	100	808	824
336	208958	299	789	819
337	209436	100	816	838
338	209556	100	793	834
339	210892	179	855	813
340	211988	120	450	226
341	212327	179	598	217
342	214640	219	269	247
343	215457	100	275	231
344	216315	299	1044	1002
345	216634	120	1043	1006
346	217591	100	305	668
347	217790	100	82	688
348	217910	160	143	700
349	218189	100	85	685
350	219744	179	104	715
351	220143	179	90	745
352	221020	100	767	741
353	221777	100	697	759
354	221917	100	746	764
355	222236	120	739	783
356	222436	119	738	815
357	222575	180	734	826
358	222874	180	747	827
359	223073	140	753	826
360	223293	219	733	828
361	223691	100	740	821
362	224190	100	763	838
363	227320	120	125	724
364	227699	100	131	799
365	228576	299	756	850
366	228915	180	756	839
367	229653	199	281	246
368	230650	100	594	251
369	232783	140	624	234
370	235175	180	709	259
371	235594	120	602	261
372	236332	179	717	255
373	236850	120	725	264
374	237329	100	713	239
375	237568	140	736	248
376	237787	160	724	250
377	237967	100	662	287
378	238545	179	667	250
379	238824	100	691	237
380	240020	239	557	251
381	240439	100	552	253
382	240559	160	547	239
383	241974	140	508	280
384	242871	120	554	182
385	246081	100	617	183
386	246261	159	617	182
387	246659	120	607	194
388	246839	100	606	200
389	247417	120	606	195
390	247796	379	583	205
391	248932	160	628	197
392	249391	120	450	274
393	249730	259	455	255
394	250826	140	283	280
395	252202	100	329	263
396	255292	100	61	280
397	255751	120	264	276
398	257466	100	119	753
399	258163	140	92	567
400	258482	180	87	588
401	259320	160	118	637
402	259499	100	133	636
403	259619	120	122	657
404	260396	100	73	704
405	260995	139	114	852
406	261333	120	75	705
407	262350	279	86	594
408	263028	140	162	624
409	263507	160	123	653
410	264025	100	96	619
411	264204	140	125	617
412	264583	179	147	663
413	264882	179	149	640
414	267494	120	698	521
415	267973	140	695	553
416	268232	120	696	549
417	268950	259	713	609
418	269428	100	721	636
419	269687	140	718	594
420	271561	100	764	605
421	276027	100	800	743
422	276705	100	799	764
423	277363	159	839	719
424	279058	139	808	728
425	279297	100	820	753
426	279536	100	809	761
427	280453	120	782	790
428	283703	100	712	586
429	284022	100	744	615
430	284900	120	719	566
431	285777	100	859	633
432	286096	200	800	627
433	286395	160	850	623
434	286574	120	853	610
435	287691	160	95	587
436	287930	160	118	663
437	288269	179	158	685
438	288588	100	130	684
439	289206	199	145	654
440	290083	100	55	658
441	290602	100	118	622
442	291260	100	289	274
443	293054	100	613	240
444	293413	120	601	272
445	295347	100	64	310
446	296244	120	736	924
447	296583	279	899	995
448	296962	359	918	993
449	298058	160	137	621
450	298437	100	125	622
451	298596	140	103	607
452	299215	219	69	607
453	299534	100	84	619
454	299773	179	116	637
455	300172	179	132	665
456	300371	140	115	668
457	300530	120	98	655
458	301069	140	104	621
459	301328	219	82	677
460	301567	140	82	685
461	301846	199	123	681
462	302066	160	114	666
463	302245	299	119	699
464	303102	140	168	724
465	305435	259	427	266
466	306352	399	735	641
467	306851	140	708	652
468	307309	120	765	677
469	307449	239	772	683
470	307848	180	770	691
471	308047	179	764	691
472	308525	100	757	718
473	308725	199	760	644
474	308964	100	769	607
475	310419	100	810	645
476	310898	179	785	699
477	311097	100	808	712
478	312114	120	785	696
479	312553	159	784	709
480	312732	279	791	726
481	313051	140	796	742
482	313251	219	781	734
483	313789	100	792	767
484	313988	140	839	773
485	314148	160	831	774
486	314427	139	805	709
487	315364	120	172	688
488	315902	100	109	691
489	316660	239	129	693
490	317497	100	142	710
491	317677	100	855	721
492	317896	100	824	759
493	318095	140	826	774
494	319631	100	816	764
495	319790	100	831	762
496	320528	120	294	300
497	320707	100	798	723
498	321266	120	152	722
499	321564	100	131	686
500	322761	219	126	677
501	323359	100	139	702
502	323658	100	148	698
503	324256	100	153	687
504	324695	140	137	679
505	325353	180	829	762
506	326050	140	848	726
507	326210	160	808	710
508	327067	120	835	696
509	327645	279	839	740
510	327984	160	796	747
511	329380	100	157	678
512	330756	180	160	652
513	330975	279	141	686
514	331872	319	191	686
515	332251	100	150	716
516	332470	160	178	726
517	332809	140	804	741
518	334863	179	799	715
519	335102	160	804	747
520	335600	219	792	686
521	335940	100	809	698
522	336857	180	796	603
523	338711	199	802	701
524	338950	100	810	692
525	339249	120	815	699
526	339927	100	828	775
527	340046	100	842	777
528	340226	100	824	774
529	340984	120	66	301
530	342319	120	485	288
531	343476	120	80	322
532	343855	199	70	247
533	345509	179	521	248
534	345868	120	261	211
535	346925	100	613	240
536	347244	100	521	279
537	347722	159	286	231
538	348620	179	238	250
539	348839	100	290	259
540	349018	100	254	253
541	349258	140	826	992
542	349537	140	907	992
543	349716	179	881	986
544	350893	180	1032	968
545	351092	139	1014	958
546	351730	100	138	691
547	352488	100	80	558
548	352886	100	84	554
549	353086	160	68	581
550	353385	199	101	606
551	353604	100	113	627
552	353863	140	78	620
553	354162	159	75	611
554	354621	140	81	633
555	354780	100	68	615
556	356595	100	105	655
557	357751	100	99	623
558	358170	120	98	593
559	358888	160	127	649
560	360144	100	60	634
561	360602	159	64	653
562	360801	140	89	643
563	361978	139	94	694
564	362576	160	97	778
565	362875	100	90	794
566	363134	120	81	672
567	363473	139	77	600
568	363752	100	536	722
569	365686	120	77	584
570	368338	140	62	519
571	368737	100	66	528
572	369016	120	50	554
573	369215	339	63	573
574	370132	120	116	299
575	370810	179	267	237
576	373542	100	302	270
577	374698	100	123	591
578	374917	100	136	626
579	375635	139	95	598
580	376054	140	117	645
581	376552	179	90	640
582	376931	100	79	624
583	377250	120	118	650
584	377688	120	136	672
585	378047	140	78	666
586	378267	339	96	659
587	378984	319	85	675
588	379323	159	94	671
589	379503	160	101	679
590	379682	180	103	713
591	379882	279	102	758
592	380599	160	72	664
593	380978	139	103	619
594	381297	100	141	656
595	382533	100	784	681
596	382793	140	753	688
597	383032	140	744	677
598	383590	239	813	692
599	383849	159	797	700
600	384029	279	798	718
601	384328	179	805	734
602	384647	219	809	749
603	384966	279	801	746
604	385624	100	772	595
605	385763	100	781	611
606	387059	140	721	588
607	387657	139	777	661
608	388076	120	747	687
609	388475	160	762	678
610	388754	100	778	688
611	388913	100	765	693
612	389153	279	808	687
613	389771	120	723	592
614	390269	239	715	584
615	390528	160	715	573
616	391445	140	725	562
617	392103	100	732	579
618	392442	160	756	597
619	394296	100	708	576
620	394695	100	107	614
621	394895	120	80	673
622	395393	100	93	672
623	396809	180	497	732
624	397387	120	743	643
625	398164	100	1154	869
626	398324	160	1075	752
627	400298	279	120	693
628	401374	100	475	269
629	401494	100	432	216
630	402630	120	672	261
631	402790	100	697	527
632	403228	160	743	436
633	403587	100	709	453
634	404883	100	434	229
635	405083	100	429	242
636	405302	120	602	258
637	405481	199	596	248
638	406917	100	606	264
639	407615	199	502	271
640	409369	100	127	262
641	409509	199	80	287
642	410346	100	855	965
643	412519	159	76	639
644	413217	120	91	564
645	413357	100	96	584
646	413576	120	99	562
647	414054	140	72	566
648	414214	100	94	558
649	414433	379	117	568
650	415231	160	734	542
651	415909	140	756	640
652	416307	120	438	208
653	417843	100	725	608
654	418261	179	716	522
655	419617	100	725	559
656	419757	120	691	560
657	419916	359	752	565
658	420335	100	748	589
659	420534	159	735	647
660	420714	120	743	632
661	421491	100	127	614
662	421691	179	101	544
663	423026	100	740	636
664	425977	100	785	743
665	426974	160	341	269
666	427572	160	110	642
667	427772	100	82	535
668	428449	120	88	547
669	428968	120	87	537
670	429606	120	62	265
671	430164	100	59	276
672	433314	120	748	618
673	433454	100	764	611
674	433972	100	781	604
675	437202	100	892	619
676	437900	100	828	639
677	438358	120	781	649
678	448008	100	287	256
679	450261	160	759	651
680	450720	120	103	580
681	451058	120	98	572
682	451896	100	824	701
683	452255	140	821	722
684	452913	160	836	729
685	453132	180	759	739
686	453949	159	87	571
687	454727	100	101	570
688	455106	100	95	566
689	456003	179	779	668
690	456621	100	83	538
691	456741	120	124	577
692	456980	120	123	589
693	457179	100	152	580
694	458635	140	794	724
695	458974	180	823	713
696	459731	140	439	249
697	460270	100	474	262
698	460409	140	537	243
699	460628	140	533	260
700	461007	140	645	285
701	461227	120	640	288
702	462164	120	470	314
703	463460	140	62	284
704	463958	120	273	275
705	464317	120	263	282
706	465294	160	757	961
707	465473	140	850	991
708	466032	120	893	993
709	466809	100	149	639
710	466969	139	113	643
711	467128	180	104	580
712	467726	239	64	551
713	468284	119	93	581
714	469122	179	86	679
715	469321	179	76	676
716	469760	119	120	596
717	470318	160	56	630
718	470916	219	88	653
719	471335	119	116	722
720	471594	219	118	717
721	472232	140	141	755
722	472511	239	85	740
723	472770	100	79	742
724	472990	120	83	737
725	473269	179	152	748
726	473707	100	763	757
727	473927	279	752	803
728	474485	120	716	596
729	474644	120	723	608
730	475163	219	741	559
731	476778	100	241	266
732	478792	139	618	265
733	478951	140	616	286
734	479848	180	587	256
735	480386	339	615	228
736	480745	180	602	236
737	481144	100	498	243
738	481483	179	420	259
739	481981	139	290	191
740	482300	120	279	185
741	483158	159	347	172
742	483357	100	234	187
743	484075	279	899	994
744	484434	100	907	990
745	485072	140	422	732
746	485530	100	724	580
747	485670	100	742	593
748	486288	140	742	579
749	486447	159	690	582
750	487883	120	742	572
751	488042	100	747	606
752	489179	140	712	531
753	489637	100	772	578
754	491452	100	766	599
755	492648	159	782	644
756	492967	199	756	647
757	494263	100	777	634
758	494502	140	780	652
759	495120	160	802	673
760	495479	100	151	658
761	496356	100	119	758
762	496516	160	101	760
763	499487	140	764	697
764	500743	139	795	738
765	501760	199	783	775
766	502378	100	792	772
767	502577	160	830	780
768	502796	140	788	774
769	503095	159	815	792
770	503335	179	786	781
771	503793	120	842	792
772	505029	120	813	762
773	505428	100	841	776
774	506225	239	126	771
775	506644	159	132	749
776	507860	259	813	721
777	508578	120	136	721
778	509874	140	754	624
779	510273	160	744	609
780	510771	160	810	634
781	511010	100	769	636
782	512246	100	341	245
783	513303	100	774	693
784	514061	180	768	653
785	514739	160	788	634
786	516035	319	130	765
787	516613	140	144	760
788	516872	239	158	778
789	517371	219	147	784
790	517969	100	788	672
791	518168	100	780	681
792	518308	100	809	714
793	518467	120	796	718
794	518766	100	80	773
795	518886	160	140	770
796	519065	100	139	753
797	519265	120	156	750
798	519564	219	131	760
799	519823	339	140	774
800	520381	100	142	769
801	521318	120	796	678
802	521518	140	798	683
803	521757	199	770	758
804	522455	179	774	686
805	523491	100	762	699
806	524707	140	762	687
807	525046	120	769	701
808	525505	199	763	658
809	526263	120	109	727
810	526602	100	108	748
811	526721	120	122	761
812	527020	120	121	762
813	527838	120	96	752
814	527997	120	120	757
815	528515	140	133	760
816	529154	120	136	782
817	529293	140	127	767
818	529532	100	129	782
819	529851	100	802	663
820	531068	259	779	734
821	531386	140	792	732
822	531885	160	291	222
823	532902	120	313	163
824	534078	160	475	170
825	534796	160	379	186
826	535035	120	384	182
827	535454	179	70	218
828	535832	140	62	201
829	536092	120	264	218
830	536291	139	75	202
831	536690	120	832	934
832	536849	160	894	980
833	537069	100	898	968
834	537188	239	893	976
835	538464	179	1050	970
836	538684	139	1046	967
837	539342	100	46	181
838	540418	140	130	720
839	540777	100	106	706
840	541136	239	110	708
841	542272	140	739	620
842	543229	120	718	548
843	543748	100	766	638
844	543927	120	748	625
845	544067	140	763	661
846	544226	120	767	629
847	544505	100	787	688
848	544725	159	766	723
849	544904	239	780	690
850	545323	100	779	706
851	545602	100	791	711
852	545781	120	801	743
853	546519	199	786	735
854	547018	120	790	727
855	547157	897	807	731
856	548294	100	777	705
857	548493	100	803	707
858	548692	160	777	660
859	549131	120	143	717
860	549270	279	121	723
861	549928	120	99	670
862	550208	100	135	700
863	550427	159	136	724
864	550945	120	120	760
865	551105	140	118	751
866	551264	180	129	750
867	551603	100	751	653
868	551882	100	805	723
869	553019	120	848	649
870	553258	100	776	650
871	553816	119	158	742
872	554016	179	125	740
873	554215	160	132	746
874	554394	100	161	775
875	554514	100	155	764
876	555232	179	121	758
877	555830	100	797	675
878	555989	120	806	645
879	556368	199	853	649
880	557285	160	151	721
881	557684	100	112	685
882	558123	100	95	640
883	558621	120	740	661
884	558880	120	787	723
885	559080	180	803	731
886	559857	100	779	644
887	560176	140	822	737
888	560416	140	805	728
889	560735	179	768	726
890	560934	120	797	717
891	561074	359	787	716
892	561512	279	792	722
893	562908	100	280	278
894	563446	100	271	214
895	563805	120	767	726
896	564004	139	788	719
897	564204	100	778	713
898	565779	100	106	672
899	566178	179	134	727
900	566476	100	143	727
901	566616	179	127	732
902	566955	100	123	715
903	567513	159	749	615
904	567992	100	787	616
905	568171	100	763	637
906	568390	100	834	641
907	568949	179	771	687
908	569148	279	791	719
909	570145	199	781	710
910	570544	179	795	710
911	571062	419	791	737
912	572358	100	105	720
913	572557	100	97	721
914	572876	120	96	725
915	573215	179	115	678
916	573594	159	110	677
917	574551	120	146	727
918	574691	100	152	733
919	574810	180	139	721
920	575050	120	587	697
921	575408	160	780	694
922	575588	199	787	690
923	576027	319	793	716
924	576366	100	780	717
925	576884	100	769	698
926	577163	219	774	700
927	578100	120	285	157
928	578598	159	264	164
929	580034	120	270	186
930	580413	140	237	152
931	580592	159	239	126
932	580772	140	236	155
933	582785	159	440	170
934	582965	100	450	154
935	584281	120	250	198
936	585876	180	243	199
937	586115	100	237	201
938	586733	399	795	726
939	587231	259	839	753
940	587510	100	808	747
941	587630	120	822	759
942	588228	179	1141	719
943	588507	140	1130	732
944	588707	179	833	869
945	589863	179	114	712
946	590062	120	149	730
947	590222	160	138	725
948	590601	140	127	715
949	591099	319	116	720
950	591458	120	111	713
951	591797	120	103	710
952	591997	100	115	688
953	592216	100	122	724
954	592435	139	122	720
955	592595	120	124	712
956	592754	120	121	710
957	593651	119	159	733
958	593831	160	104	725
959	594190	100	104	719
960	595107	100	117	715
961	595286	219	164	730
962	595545	140	162	723
963	595705	120	165	737
964	596921	219	176	798
965	597180	140	153	722
966	597898	120	99	657
967	598636	120	770	717
968	598775	299	800	717
969	599373	100	792	719
970	600410	100	795	650
971	600530	120	846	628
972	600669	100	850	614
973	600889	120	807	652
974	601487	100	792	671
975	601686	259	797	671
976	602763	239	829	652
977	603082	160	781	696
978	603261	119	794	673
979	603480	299	799	713
980	603819	219	825	712
981	604956	100	109	217
982	605574	120	50	196
983	606112	120	288	190
984	606312	120	269	184
985	606790	100	407	201
986	606950	100	573	179
987	607308	120	600	190
988	607448	100	584	194
989	607667	179	103	696
990	607986	140	130	723
991	608146	100	121	719
992	608764	100	145	716
993	609043	100	795	783
994	609163	140	785	737
995	609342	219	798	715
996	609900	159	790	720
997	610100	120	791	712
998	610638	199	146	721
999	611555	120	600	184
1000	611834	199	606	179
1001	612532	140	276	195
1002	613030	140	600	181
1003	614546	100	293	217
1004	614765	100	246	206
1005	614925	100	61	222
1006	615224	100	103	230
1007	615961	199	903	981
1008	617038	100	65	220
1009	617217	100	62	238
1010	617377	160	64	229
1011	618194	120	92	210
1012	618653	179	275	195
1013	619311	179	926	978
1014	619510	219	919	985
1015	620108	179	480	667
1016	620527	200	809	799
1017	620946	160	770	847
1018	621444	140	752	636
1019	623238	140	753	588
1020	623956	120	712	600
1021	624634	179	129	632
1022	625791	100	132	638
1023	626648	159	756	673
1024	627246	120	793	611
1025	627445	119	784	595
1026	627944	100	122	654
1027	628303	259	122	656
1028	629579	100	837	602
1029	629838	120	793	617
1030	630177	100	762	638
1031	631393	100	846	636
1032	632031	159	766	647
1033	633865	100	754	582
1034	634144	179	763	597
1035	635859	100	750	609
1036	636138	100	716	620
1037	636477	140	700	589
1038	636995	120	117	667
1039	637853	100	783	635
1040	638192	140	839	628
1041	639368	140	97	627
1042	639767	100	766	639
1043	640165	199	419	197
1044	640684	140	621	207
1045	641082	120	599	220
1046	642538	160	505	229
1047	642717	139	506	233
1048	643375	100	299	206
1049	645250	100	250	223
1050	646007	140	887	966
1051	647303	139	162	679
1052	647622	159	85	664
1053	647802	140	79	709
1054	648260	120	82	542
1055	649217	100	115	619
1056	649416	279	106	608
1057	649855	179	121	592
1058	650094	100	118	623
1059	650393	199	85	582
1060	650792	120	133	637
1061	651051	120	95	620
1062	651211	100	73	636
1063	652008	160	136	641
1064	652287	100	126	644
1065	652407	120	116	639
1066	652566	100	103	634
1067	652726	100	81	619
1068	653105	120	82	318
1069	653843	139	754	648
1070	654241	179	718	612
1071	654600	100	722	634
1072	656275	120	748	628
1073	656514	160	755	610
1074	657272	199	843	642
1075	658129	160	807	669
1076	658847	160	140	647
1077	659266	100	130	626
1078	659904	180	149	666
1079	660422	139	785	609
1080	661219	120	770	592
1081	663393	239	804	638
1082	663851	140	765	635
1083	664669	120	153	677
1084	664888	100	149	661
1085	666184	100	139	684
1086	666523	100	138	663
1087	666722	160	133	659
1088	667101	160	141	675
1089	667280	139	140	663
1090	668118	140	776	661
1091	668277	199	802	676
1092	668796	100	798	645
1093	668975	139	797	654
1094	669872	100	743	606
1095	672225	179	143	605
1096	672504	120	128	586
1097	673282	100	99	589
1098	673800	120	130	632
1099	673979	120	131	640
1100	674578	100	117	644
1101	674717	140	143	635
1102	674976	179	151	641
1103	675235	140	135	644
1104	675514	160	147	691
1105	676173	100	770	640
1106	677189	120	732	575
1107	679402	199	766	659
1108	680858	100	522	200
1109	681436	100	554	219
1110	681855	100	116	227
1111	683210	120	605	241
1112	683410	140	602	234
1113	683569	100	609	237
1114	685304	120	252	213
1115	685483	100	50	215
1116	687437	279	1012	1003
1117	687856	299	919	1005
1118	688195	259	905	994
1119	688853	199	116	712
1120	689391	120	119	673
1121	689690	120	58	615
1122	690089	219	87	643
1123	690348	179	82	629
1124	690567	140	80	610
1125	690727	538	80	612
1126	691684	160	68	614
1127	691923	160	79	614
1128	692342	100	82	643
1129	693578	120	71	611
1130	693857	159	103	635
1131	694575	120	84	639
1132	694734	100	85	627
1133	695512	120	55	292
1134	696110	179	81	624
1135	696568	160	114	693
1136	696788	179	136	732
1137	697246	159	130	691
1138	697605	120	164	717
1139	697745	139	138	719
1140	698742	180	747	714
1141	699001	140	744	719
1142	699200	179	710	687
1143	699818	159	788	749
1144	700097	100	781	756
1145	700217	179	755	762
1146	701234	139	809	809
1147	701453	120	806	804
1148	701692	100	806	813
1149	702191	100	810	807
1150	703188	179	782	790
1151	703387	100	771	777
1152	703586	339	782	799
1153	703945	120	779	800
1154	704185	120	771	734
1155	704822	399	763	809
1156	705620	139	762	774
1157	705899	219	785	755
1158	706218	558	782	779
1159	706876	219	784	787
1160	707115	160	797	785
1161	707494	120	288	337
1162	707674	100	251	298
1163	710026	100	803	744
1164	711023	140	769	804
1165	711482	179	762	847
1166	711681	120	760	850
1167	711821	239	757	873
1168	712080	100	741	871
1169	712239	179	796	867
1170	712439	120	762	871
1171	712838	120	814	864
1172	712977	180	790	870
1173	713176	100	772	874
1174	713396	299	748	874
1175	713774	100	723	681
1176	713894	180	718	713
1177	714173	100	714	723
1178	714333	120	729	767
1179	714592	180	709	718
1180	714811	140	764	724
1181	714971	179	772	715
1182	715609	140	713	675
1183	716466	179	777	744
1184	716666	100	832	732
1185	717363	120	829	750
1186	717583	100	792	775
1187	718221	120	166	724
1188	718380	100	104	691
1189	718719	160	123	682
1190	719497	100	145	719
1191	719776	219	749	721
1192	720254	219	770	746
1193	720753	140	451	259
1194	721450	120	468	251
1195	721849	140	578	261
1196	722706	140	605	283
1197	723205	120	612	281
1198	723384	100	508	293
1199	724202	120	443	254
1200	724660	199	238	271
1201	725059	120	69	298
1202	726216	140	902	953
1203	726893	100	918	965
1204	727671	120	115	691
1205	728429	100	127	694
1206	728628	179	120	722
1207	728967	100	112	723
1208	729226	279	131	741
1209	729864	100	780	746
1210	729984	179	763	736
1211	730183	479	738	716
1212	730741	159	784	751
1213	730981	160	767	753
1214	731220	339	740	726
1215	731579	120	766	715
1216	731718	299	815	726
1217	732237	180	768	791
1218	732476	160	759	811
1219	732755	100	776	781
1220	732875	120	770	783
1221	733034	120	782	826
1222	733433	120	728	673
1223	734470	219	776	778
1224	736424	180	766	860
1225	738298	120	700	673
1226	738716	100	736	737
1227	739095	100	746	755
1228	739294	180	722	745
1229	740192	100	107	703
1230	740710	120	123	739
1231	741428	299	771	762
1232	741886	100	774	745
1233	742504	100	122	737
1234	742804	100	107	757
1235	743222	100	115	715
1236	743681	100	117	635
1237	743800	319	123	672
1238	744398	120	125	712
1239	744917	100	98	326
1240	745734	180	537	318
1241	746173	140	601	299
1242	746392	120	592	334
1243	746970	100	498	324
1244	748027	219	244	305
1245	748565	199	872	878
1246	748845	100	917	859
1247	749403	160	878	957
